"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1970"	"1970"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	126	45998	273.9
	"1970"	"1970"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	18	7281	247.2 (Unreliable)
	"1970"	"1970"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	18	9424	191.0 (Unreliable)
	"1970"	"1970"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	3555	889855	399.5
	"1970"	"1970"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	2469	486957	507.0
	"1970"	"1970"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	13	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	24	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	0	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	4	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	18	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	102	Not Applicable	Not Applicable
	"1971"	"1971"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	329	272898	120.6
	"1971"	"1971"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	410	280852	146.0
	"1971"	"1971"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	20	30574	65.4
	"1971"	"1971"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	30	32078	93.5
	"1971"	"1971"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	721	1429588	50.4
	"1971"	"1971"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	1039	1509980	68.8
	"1971"	"1971"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	495	969000	51.1
	"1971"	"1971"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	653	972000	67.2
	"1971"	"1971"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	36	107000	33.6
	"1971"	"1971"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	57	109000	52.3
	"1971"	"1971"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	1405	5613000	25.0
	"1971"	"1971"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	2072	5873000	35.3
	"1971"	"1971"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	314	1354000	23.2
	"1971"	"1971"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	601	1363000	44.1
	"1971"	"1971"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	16	142000	11.3 (Unreliable)
	"1971"	"1971"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	50	145000	34.5
	"1971"	"1971"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	1124	8014000	14.0
	"1971"	"1971"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	2047	8378000	24.4
	"1971"	"1971"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	260	1432000	18.2
	"1971"	"1971"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	631	1437000	43.9
	"1971"	"1971"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	23	141000	16.3
	"1971"	"1971"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	39	143000	27.3
	"1971"	"1971"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	1095	8773000	12.5
	"1971"	"1971"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	2610	9169000	28.5
	"1971"	"1971"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	554	1276000	43.4
	"1971"	"1971"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	2067	1259000	164.2
	"1971"	"1971"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	56	134000	41.8
	"1971"	"1971"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	220	136000	161.8
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	2967	8330000	35.6
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	9909	8580000	115.5
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	699	1060000	65.9
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	3224	937000	344.1
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	80	140000	57.1
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	260	132000	197.0
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	2723	7827000	34.8
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	11096	7607000	145.9
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	1017	1504000	67.6
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	4383	1272000	344.6
	"1971"	"1971"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	134	224000	59.8
	"1971"	"1971"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	289	205000	141.0
	"1971"	"1971"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	3741	11369000	32.9
	"1971"	"1971"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	12414	11196000	110.9
	"1971"	"1971"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	958	1308000	73.2
	"1971"	"1971"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	3287	1086000	302.7
	"1971"	"1971"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	89	187000	47.6
	"1971"	"1971"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	207	158000	131.0
	"1971"	"1971"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	3957	10232000	38.7
	"1971"	"1971"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	10403	9907000	105.0
	"1971"	"1971"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	736	1166000	63.1
	"1971"	"1971"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	2587	999000	259.0
	"1971"	"1971"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	53	128000	41.4
	"1971"	"1971"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	181	124000	146.0
	"1971"	"1971"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	4803	10885000	44.1
	"1971"	"1971"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	11299	10202000	110.8
	"1971"	"1971"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	534	888000	60.1
	"1971"	"1971"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	1699	748000	227.1
	"1971"	"1971"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	39	74000	52.7
	"1971"	"1971"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	146	88000	165.9
	"1971"	"1971"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	4501	9051000	49.7
	"1971"	"1971"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	10702	8113000	131.9
	"1971"	"1971"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	498	593000	84.0
	"1971"	"1971"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	1057	467000	226.3
	"1971"	"1971"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	33	48000	68.8
	"1971"	"1971"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Male"	"M"	120	58000	206.9
	"1971"	"1971"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	4415	6505000	67.9
	"1971"	"1971"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	8028	5012000	160.2
	"1971"	"1971"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	299	259000	115.4
	"1971"	"1971"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	450	186000	241.9
	"1971"	"1971"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Female"	"F"	33	21000	157.1
	"1971"	"1971"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Male"	"M"	53	22000	240.9
	"1971"	"1971"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	5389	3599000	149.7
	"1971"	"1971"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	6111	2304000	265.2
	"1971"	"1971"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	160	67000	238.8
	"1971"	"1971"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	146	40000	365.0
	"1971"	"1971"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	20	6000	333.3
	"1971"	"1971"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	32	7000	457.1
	"1971"	"1971"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	3669	904000	405.9
	"1971"	"1971"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	2588	463000	559.0
	"1971"	"1971"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	11	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	44	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	3	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	4	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	36	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	98	Not Applicable	Not Applicable
	"1972"	"1972"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	254	256575	99.0
	"1972"	"1972"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	328	263249	124.6
	"1972"	"1972"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	20	30998	64.5
	"1972"	"1972"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	14	32054	43.7 (Unreliable)
	"1972"	"1972"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	580	1300911	44.6
	"1972"	"1972"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	854	1374624	62.1
	"1972"	"1972"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	462	985000	46.9
	"1972"	"1972"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	620	991000	62.6
	"1972"	"1972"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	44	115000	38.3
	"1972"	"1972"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	68	116000	58.6
	"1972"	"1972"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	1360	5657000	24.0
	"1972"	"1972"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	2224	5932000	37.5
	"1972"	"1972"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	310	1328000	23.3
	"1972"	"1972"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	518	1336000	38.8
	"1972"	"1972"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	30	145000	20.7
	"1972"	"1972"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	40	148000	27.0
	"1972"	"1972"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	1142	7768000	14.7
	"1972"	"1972"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	1966	8122000	24.2
	"1972"	"1972"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	266	1442000	18.4
	"1972"	"1972"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	594	1449000	41.0
	"1972"	"1972"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	20	147000	13.6
	"1972"	"1972"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	52	149000	34.9
	"1972"	"1972"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	1142	8758000	13.0
	"1972"	"1972"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	2798	9154000	30.6
	"1972"	"1972"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	496	1328000	37.3
	"1972"	"1972"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	2116	1312000	161.3
	"1972"	"1972"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	88	144000	61.1
	"1972"	"1972"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	210	147000	142.9
	"1972"	"1972"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	3170	8516000	37.2
	"1972"	"1972"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	10570	8777000	120.4
	"1972"	"1972"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	756	1099000	68.8
	"1972"	"1972"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	3320	988000	336.0
	"1972"	"1972"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	96	150000	64.0
	"1972"	"1972"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	306	140000	218.6
	"1972"	"1972"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	2936	7772000	37.8
	"1972"	"1972"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	11612	7717000	150.5
	"1972"	"1972"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	1032	1575000	65.5
	"1972"	"1972"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	4526	1340000	337.8
	"1972"	"1972"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	108	249000	43.4
	"1972"	"1972"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	410	226000	181.4
	"1972"	"1972"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	3934	12096000	32.5
	"1972"	"1972"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	13484	11977000	112.6
	"1972"	"1972"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	850	1314000	64.7
	"1972"	"1972"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	3510	1094000	320.8
	"1972"	"1972"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	86	197000	43.7
	"1972"	"1972"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	228	168000	135.7
	"1972"	"1972"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	3858	10148000	38.0
	"1972"	"1972"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	10000	9858000	101.4
	"1972"	"1972"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	732	1185000	61.8
	"1972"	"1972"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	2780	1011000	275.0
	"1972"	"1972"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	58	139000	41.7
	"1972"	"1972"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	182	130000	140.0
	"1972"	"1972"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	4814	10947000	44.0
	"1972"	"1972"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	11586	10262000	112.9
	"1972"	"1972"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	516	905000	57.0
	"1972"	"1972"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	1808	756000	239.2
	"1972"	"1972"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	30	78000	38.5
	"1972"	"1972"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	160	90000	177.8
	"1972"	"1972"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	4650	9177000	50.7
	"1972"	"1972"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	10666	8205000	130.0
	"1972"	"1972"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	476	602000	79.1
	"1972"	"1972"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	1030	469000	219.6
	"1972"	"1972"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	36	52000	69.2
	"1972"	"1972"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Male"	"M"	106	62000	171.0
	"1972"	"1972"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	4408	6641000	66.4
	"1972"	"1972"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	7944	5096000	155.9
	"1972"	"1972"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	306	280000	109.3
	"1972"	"1972"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	454	197000	230.5
	"1972"	"1972"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Female"	"F"	46	22000	209.1
	"1972"	"1972"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Male"	"M"	62	20000	310.0
	"1972"	"1972"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	5440	3704000	146.9
	"1972"	"1972"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	6442	2333000	276.1
	"1972"	"1972"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	208	70000	297.1
	"1972"	"1972"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	148	40000	370.0
	"1972"	"1972"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	16	6000	266.7 (Unreliable)
	"1972"	"1972"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	26	7000	371.4
	"1972"	"1972"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	3762	944000	398.5
	"1972"	"1972"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	2730	475000	574.7
	"1972"	"1972"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	2	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	26	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	0	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	0	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	16	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	90	Not Applicable	Not Applicable
	"1973"	"1973"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	272	246775	110.2
	"1973"	"1973"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	311	253730	122.6
	"1973"	"1973"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	26	31705	82.0
	"1973"	"1973"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	24	33095	72.5
	"1973"	"1973"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	535	1250159	42.8
	"1973"	"1973"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	774	1321501	58.6
	"1973"	"1973"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	503	990000	50.8
	"1973"	"1973"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	681	999000	68.2
	"1973"	"1973"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	49	123000	39.8
	"1973"	"1973"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	56	124000	45.2
	"1973"	"1973"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	1400	5607000	25.0
	"1973"	"1973"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	2147	5880000	36.5
	"1973"	"1973"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	299	1300000	23.0
	"1973"	"1973"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	578	1306000	44.3
	"1973"	"1973"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	25	148000	16.9
	"1973"	"1973"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	40	150000	26.7
	"1973"	"1973"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	1039	7513000	13.8
	"1973"	"1973"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	1932	7862000	24.6
	"1973"	"1973"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	213	1451000	14.7
	"1973"	"1973"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	686	1460000	47.0
	"1973"	"1973"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	16	154000	10.4 (Unreliable)
	"1973"	"1973"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	37	157000	23.6
	"1973"	"1973"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	1155	8705000	13.3
	"1973"	"1973"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	2831	9103000	31.1
	"1973"	"1973"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	528	1371000	38.5
	"1973"	"1973"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	1940	1354000	143.3
	"1973"	"1973"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	77	154000	50.0
	"1973"	"1973"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	226	158000	143.0
	"1973"	"1973"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	3297	8668000	38.0
	"1973"	"1973"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	11219	8941000	125.5
	"1973"	"1973"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	782	1141000	68.5
	"1973"	"1973"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	3084	1029000	299.7
	"1973"	"1973"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	118	159000	74.2
	"1973"	"1973"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	322	149000	216.1
	"1973"	"1973"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	2844	7898000	36.0
	"1973"	"1973"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	12360	7897000	156.5
	"1973"	"1973"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	1072	1643000	65.2
	"1973"	"1973"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	4578	1405000	325.8
	"1973"	"1973"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	151	277000	54.5
	"1973"	"1973"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	432	245000	176.3
	"1973"	"1973"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	4029	12650000	31.8
	"1973"	"1973"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	14640	12567000	116.5
	"1973"	"1973"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	900	1323000	68.0
	"1973"	"1973"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	3233	1102000	293.4
	"1973"	"1973"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	111	207000	53.6
	"1973"	"1973"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	248	179000	138.5
	"1973"	"1973"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	3807	10099000	37.7
	"1973"	"1973"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	10145	9830000	103.2
	"1973"	"1973"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	745	1204000	61.9
	"1973"	"1973"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	2727	1021000	267.1
	"1973"	"1973"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	58	149000	38.9
	"1973"	"1973"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	187	138000	135.5
	"1973"	"1973"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	4694	10983000	42.7
	"1973"	"1973"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	11260	10302000	109.3
	"1973"	"1973"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	489	916000	53.4
	"1973"	"1973"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	1798	762000	236.0
	"1973"	"1973"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	42	83000	50.6
	"1973"	"1973"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	158	94000	168.1
	"1973"	"1973"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	4510	9286000	48.6
	"1973"	"1973"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	10501	8286000	126.7
	"1973"	"1973"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	471	621000	75.8
	"1973"	"1973"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	1067	480000	222.3
	"1973"	"1973"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	41	54000	75.9
