"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1981"	"1981"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	27	13579	198.8
	"1981"	"1981"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	3766	1522433	247.4
	"1981"	"1981"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	211	55547	379.9
	"1981"	"1981"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	31	8270	374.8
	"1981"	"1981"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2795	636715	439.0
	"1981"	"1981"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	7	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	0	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	23	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	35	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	8	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	139	Not Applicable	Not Applicable
	"1982"	"1982"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	169	279690	60.4
	"1982"	"1982"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	20	61931	32.3
	"1982"	"1982"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	367	1453240	25.3
	"1982"	"1982"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	231	288816	80.0
	"1982"	"1982"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	29	65283	44.4
	"1982"	"1982"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	524	1531577	34.2
	"1982"	"1982"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	351	1013841	34.6
	"1982"	"1982"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	54	225768	23.9
	"1982"	"1982"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	1023	5398933	18.9
	"1982"	"1982"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	497	1031502	48.2
	"1982"	"1982"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	59	230922	25.5
	"1982"	"1982"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	1544	5683293	27.2
	"1982"	"1982"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	219	1200587	18.2
	"1982"	"1982"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	23	257411	8.9
	"1982"	"1982"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	598	6333206	9.4
	"1982"	"1982"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	343	1222987	28.0
	"1982"	"1982"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	37	266298	13.9
	"1982"	"1982"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	1066	6677456	16.0
	"1982"	"1982"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	141	1331260	10.6
	"1982"	"1982"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	22	268918	8.2
	"1982"	"1982"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	701	7267060	9.6
	"1982"	"1982"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	350	1352570	25.9
	"1982"	"1982"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	51	282081	18.1
	"1982"	"1982"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	1619	7642689	21.2
	"1982"	"1982"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	364	1457700	25.0
	"1982"	"1982"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	71	264175	26.9
	"1982"	"1982"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	2529	8086657	31.3
	"1982"	"1982"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1370	1460935	93.8
	"1982"	"1982"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	250	287475	87.0
	"1982"	"1982"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	8633	8404742	102.7
	"1982"	"1982"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	557	1468979	37.9
	"1982"	"1982"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	118	289368	40.8
	"1982"	"1982"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	3045	9046407	33.7
	"1982"	"1982"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	2578	1354899	190.3
	"1982"	"1982"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	347	295075	117.6
	"1982"	"1982"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	12723	9227405	137.9
	"1982"	"1982"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	1107	2497828	44.3
	"1982"	"1982"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	180	647907	27.8
	"1982"	"1982"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	4651	16676461	27.9
	"1982"	"1982"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	5035	2185637	230.4
	"1982"	"1982"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	506	585742	86.4
	"1982"	"1982"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18424	16823681	109.5
	"1982"	"1982"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	656	1600579	41.0
	"1982"	"1982"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	112	432572	25.9
	"1982"	"1982"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	3442	12231142	28.1
	"1982"	"1982"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	2616	1336685	195.7
	"1982"	"1982"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	268	398626	67.2
	"1982"	"1982"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	10641	12030746	88.4
	"1982"	"1982"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	470	1264487	37.2
	"1982"	"1982"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	85	283796	30.0
	"1982"	"1982"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	3088	10008291	30.9
	"1982"	"1982"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	1856	1035289	179.3
	"1982"	"1982"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	214	250653	85.4
	"1982"	"1982"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	8322	9582793	86.8
	"1982"	"1982"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	421	1090373	38.6
	"1982"	"1982"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	72	204597	35.2
	"1982"	"1982"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	3412	10427360	32.7
	"1982"	"1982"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	1431	871520	164.2
	"1982"	"1982"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	154	174338	88.3
	"1982"	"1982"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	8264	9261705	89.2
	"1982"	"1982"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	439	805162	54.5
	"1982"	"1982"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	55	121066	45.4
	"1982"	"1982"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	3629	8218917	44.2
	"1982"	"1982"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	980	575871	170.2
	"1982"	"1982"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	110	107250	102.6
	"1982"	"1982"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	6809	6319634	107.7
	"1982"	"1982"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	357	389855	91.6
	"1982"	"1982"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	34	52169	65.2
	"1982"	"1982"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	4313	4722252	91.3
	"1982"	"1982"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	544	240902	225.8
	"1982"	"1982"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	82	44874	182.7
	"1982"	"1982"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	5423	2752822	197.0
	"1982"	"1982"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	210	118263	177.6
	"1982"	"1982"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	23	14383	159.9
	"1982"	"1982"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	3715	1587447	234.0
	"1982"	"1982"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	186	57732	322.2
	"1982"	"1982"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	33	8949	368.8
	"1982"	"1982"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2694	649933	414.5
	"1982"	"1982"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	14	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	1	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	33	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	28	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	1	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	131	Not Applicable	Not Applicable
	"1983"	"1983"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	166	277509	59.8
	"1983"	"1983"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	16	63221	25.3 (Unreliable)
	"1983"	"1983"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	354	1432650	24.7
	"1983"	"1983"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	216	285115	75.8
	"1983"	"1983"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	16	66620	24.0 (Unreliable)
	"1983"	"1983"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	437	1513818	28.9
	"1983"	"1983"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	355	1036597	34.2
	"1983"	"1983"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	39	243861	16.0
	"1983"	"1983"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	966	5511605	17.5
	"1983"	"1983"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	486	1055154	46.1
	"1983"	"1983"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	57	249495	22.8
	"1983"	"1983"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	1531	5800987	26.4
	"1983"	"1983"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	191	1204064	15.9
	"1983"	"1983"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	36	267681	13.4
	"1983"	"1983"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	538	6363441	8.5
	"1983"	"1983"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	303	1228006	24.7
	"1983"	"1983"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	46	276240	16.7
	"1983"	"1983"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	1053	6713819	15.7
	"1983"	"1983"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	148	1322407	11.2
	"1983"	"1983"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	18	284570	6.3 (Unreliable)
	"1983"	"1983"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	651	7122927	9.1
	"1983"	"1983"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	352	1345751	26.2
	"1983"	"1983"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	48	298347	16.1
	"1983"	"1983"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	1574	7494524	21.0
	"1983"	"1983"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	344	1426935	24.1
	"1983"	"1983"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	70	273135	25.6
	"1983"	"1983"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	2419	7814833	31.0
	"1983"	"1983"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1253	1432308	87.5
	"1983"	"1983"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	224	297221	75.4
	"1983"	"1983"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	7748	8143529	95.1
	"1983"	"1983"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	634	1477004	42.9
	"1983"	"1983"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	100	303812	32.9
	"1983"	"1983"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	2916	8981291	32.5
	"1983"	"1983"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	2395	1369626	174.9
	"1983"	"1983"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	394	314377	125.3
	"1983"	"1983"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	11653	9186173	126.9
	"1983"	"1983"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	1095	2575796	42.5
	"1983"	"1983"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	177	684723	25.8
	"1983"	"1983"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	4629	16936125	27.3
	"1983"	"1983"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	4531	2259657	200.5
	"1983"	"1983"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	526	624760	84.2
	"1983"	"1983"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18057	17126696	105.4
	"1983"	"1983"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	630	1667462	37.8
	"1983"	"1983"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	119	475825	25.0
	"1983"	"1983"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	3371	12741961	26.5
	"1983"	"1983"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	2531	1397407	181.1
	"1983"	"1983"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	298	433682	68.7
	"1983"	"1983"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	10666	12550970	85.0
	"1983"	"1983"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	479	1273406	37.6
	"1983"	"1983"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	92	299383	30.7
	"1983"	"1983"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	2899	9934259	29.2
	"1983"	"1983"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	1678	1045100	160.6
	"1983"	"1983"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	214	269007	79.6
	"1983"	"1983"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	7872	9534316	82.6
	"1983"	"1983"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	446	1102951	40.4
	"1983"	"1983"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	64	220305	29.1
	"1983"	"1983"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	3322	10436004	31.8
	"1983"	"1983"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	1462	878687	166.4
	"1983"	"1983"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	143	184969	77.3
	"1983"	"1983"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	8050	9288966	86.7
	"1983"	"1983"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	483	815375	59.2
	"1983"	"1983"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	50	130374	38.4
	"1983"	"1983"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	3695	8341572	44.3
	"1983"	"1983"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	960	579219	165.7
	"1983"	"1983"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	121	112353	107.7
	"1983"	"1983"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	6846	6434543	106.4
	"1983"	"1983"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	463	403645	114.7
	"1983"	"1983"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	44	55348	79.5
	"1983"	"1983"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	4449	4848871	91.8
	"1983"	"1983"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	613	246537	248.6
	"1983"	"1983"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	85	47817	177.8
	"1983"	"1983"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	5674	2826584	200.7
	"1983"	"1983"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	233	123777	188.2
	"1983"	"1983"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	26	15181	171.3
	"1983"	"1983"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	3931	1647150	238.7
	"1983"	"1983"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	216	59885	360.7
	"1983"	"1983"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	33	9689	340.6
	"1983"	"1983"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2856	662753	430.9
	"1983"	"1983"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	12	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	0	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	26	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	24	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	10	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	143	Not Applicable	Not Applicable
	"1984"	"1984"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	153	279807	54.7
	"1984"	"1984"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	14	65490	21.4 (Unreliable)
	"1984"	"1984"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	349	1444354	24.2
	"1984"	"1984"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	194	288331	67.3
	"1984"	"1984"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	19	68413	27.8 (Unreliable)
	"1984"	"1984"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	406	1522746	26.7
	"1984"	"1984"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	329	1046926	31.4
	"1984"	"1984"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	55	261620	21.0
	"1984"	"1984"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	890	5591741	15.9
	"1984"	"1984"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	445	1067688	41.7
	"1984"	"1984"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	78	267331	29.2
	"1984"	"1984"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	1414	5887698	24.0
	"1984"	"1984"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	183	1230279	14.9
	"1984"	"1984"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	16	282050	5.7 (Unreliable)
	"1984"	"1984"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	537	6462341	8.3
	"1984"	"1984"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	336	1254338	26.8
	"1984"	"1984"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	46	291468	15.8
	"1984"	"1984"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	984	6817449	14.4
	"1984"	"1984"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	155	1301455	11.9
	"1984"	"1984"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	24	298228	8.0
	"1984"	"1984"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	691	6920449	10.0
	"1984"	"1984"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	366	1328039	27.6
	"1984"	"1984"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	40	312127	12.8
	"1984"	"1984"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	1556	7289977	21.3
	"1984"	"1984"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	319	1397957	22.8
	"1984"	"1984"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	75	286347	26.2
	"1984"	"1984"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	2504	7602840	32.9
	"1984"	"1984"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1199	1403667	85.4
	"1984"	"1984"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	246	310472	79.2
	"1984"	"1984"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	7533	7929348	95.0
	"1984"	"1984"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	584	1477002	39.5
	"1984"	"1984"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	96	318129	30.2
	"1984"	"1984"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	3046	8891598	34.3
	"1984"	"1984"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	2338	1380448	169.4
	"1984"	"1984"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	365	333950	109.3
	"1984"	"1984"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	11837	9128256	129.7
	"1984"	"1984"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	1114	2647244	42.1
	"1984"	"1984"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	165	719889	22.9
	"1984"	"1984"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	4615	17184732	26.9
	"1984"	"1984"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	4615	2329374	198.1
	"1984"	"1984"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	482	663252	72.7
	"1984"	"1984"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18199	17417262	104.5
	"1984"	"1984"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	648	1746846	37.1
	"1984"	"1984"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	118	522305	22.6
	"1984"	"1984"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	3535	13236389	26.7
	"1984"	"1984"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	2619	1469294	178.2
	"1984"	"1984"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	320	472297	67.8
	"1984"	"1984"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	10872	13055802	83.3
	"1984"	"1984"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	431	1283727	33.6
	"1984"	"1984"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	105	316311	33.2
	"1984"	"1984"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	2954	9910332	29.8
	"1984"	"1984"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	1587	1055738	150.3
	"1984"	"1984"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	198	289113	68.5
	"1984"	"1984"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	7874	9530202	82.6
	"1984"	"1984"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	425	1112918	38.2
	"1984"	"1984"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	72	236492	30.4
	"1984"	"1984"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	3363	10422781	32.3
	"1984"	"1984"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	1367	883962	154.6
	"1984"	"1984"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	139	195741	71.0
	"1984"	"1984"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	8084	9302273	86.9
	"1984"	"1984"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	439	824415	53.2
	"1984"	"1984"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	57	139894	40.7
	"1984"	"1984"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	3666	8436935	43.5
