"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Railway accidents"	"E800-E807"	5	8330000	0.1 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	2011	8330000	24.1
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	14	8330000	0.2 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	14	8330000	0.2 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Water transport accidents"	"E830-E838"	8	8330000	0.1 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	25	8330000	0.3
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	58	8330000	0.7
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	7	8330000	0.1 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	63	8330000	0.8
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Accidental falls"	"E880-E887"	23	8330000	0.3
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	50	8330000	0.6
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	12	8330000	0.1 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Other accidents "	"E910-E929"	175	8330000	2.1
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	9	8330000	0.1 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	3	8330000	0.0 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	250	8330000	3.0
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	172	8330000	2.1
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	68	8330000	0.8
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Railway accidents"	"E800-E807"	45	8580000	0.5
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	5660	8580000	66.0
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	76	8580000	0.9
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	11	8580000	0.1 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Water transport accidents"	"E830-E838"	119	8580000	1.4
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	72	8580000	0.8
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	180	8580000	2.1
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	55	8580000	0.6
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	125	8580000	1.5
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Accidental falls"	"E880-E887"	170	8580000	2.0
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	91	8580000	1.1
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	32	8580000	0.4
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Other accidents "	"E910-E929"	1690	8580000	19.7
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	14	8580000	0.2 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	8	8580000	0.1 (Unreliable)
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	885	8580000	10.3
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	440	8580000	5.1
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Legal intervention"	"E970-E978"	31	8580000	0.4
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	205	8580000	2.4
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Railway accidents"	"E800-E807"	3	1060000	0.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	179	1060000	16.9
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	1	1060000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Water transport accidents"	"E830-E838"	2	1060000	0.2 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	1	1060000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	41	1060000	3.9
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	7	1060000	0.7 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	14	1060000	1.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental falls"	"E880-E887"	4	1060000	0.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	13	1060000	1.2 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	1	1060000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Other accidents "	"E910-E929"	35	1060000	3.3
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	14	1060000	1.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	69	1060000	6.5
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	278	1060000	26.2
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Legal intervention"	"E970-E978"	1	1060000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	36	1060000	3.4
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Railway accidents"	"E800-E807"	10	937000	1.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	728	937000	77.7
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	3	937000	0.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	2	937000	0.2 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Water transport accidents"	"E830-E838"	13	937000	1.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	4	937000	0.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	174	937000	18.6
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	21	937000	2.2
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	19	937000	2.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental falls"	"E880-E887"	31	937000	3.3
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	42	937000	4.5
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	6	937000	0.6 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Other accidents "	"E910-E929"	309	937000	33.0
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	10	937000	1.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	3	937000	0.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	151	937000	16.1
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	1501	937000	160.2
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Legal intervention"	"E970-E978"	56	937000	6.0
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	139	937000	14.8
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	2	937000	0.2 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	44	140000	31.4
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	2	140000	1.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	2	140000	1.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	1	140000	0.7 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental falls"	"E880-E887"	1	140000	0.7 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	2	140000	1.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	1	140000	0.7 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Other accidents "	"E910-E929"	6	140000	4.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	16	140000	11.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	3	140000	2.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	2	140000	1.4 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Railway accidents"	"E800-E807"	3	132000	2.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	115	132000	87.1
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	1	132000	0.8 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Water transport accidents"	"E830-E838"	2	132000	1.5 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	2	132000	1.5 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	2	132000	1.5 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	3	132000	2.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental falls"	"E880-E887"	1	132000	0.8 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	2	132000	1.5 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	3	132000	2.3 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Other accidents "	"E910-E929"	30	132000	22.7
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	1	132000	0.8 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	38	132000	28.8
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	44	132000	33.3
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Legal intervention"	"E970-E978"	1	132000	0.8 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	12	132000	9.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Railway accidents"	"E800-E807"	6	7827000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	1514	7827000	19.3
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	5	7827000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	9	7827000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Water transport accidents"	"E830-E838"	11	7827000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	29	7827000	0.4
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	70	7827000	0.9
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	11	7827000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	32	7827000	0.4
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Accidental falls"	"E880-E887"	22	7827000	0.3
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	56	7827000	0.7
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	13	7827000	0.2 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Other accidents "	"E910-E929"	98	7827000	1.3
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	29	7827000	0.4
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	8	7827000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	485	7827000	6.2
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	235	7827000	3.0
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	90	7827000	1.1
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Railway accidents"	"E800-E807"	44	7607000	0.6
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	5902	7607000	77.6
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	69	7607000	0.9
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	7	7607000	0.1 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Water transport accidents"	"E830-E838"	129	7607000	1.7
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	155	7607000	2.0
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	358	7607000	4.7
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	54	7607000	0.7
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	122	7607000	1.6
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Accidental falls"	"E880-E887"	197	7607000	2.6
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	130	7607000	1.7
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	37	7607000	0.5
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Other accidents "	"E910-E929"	1233	7607000	16.2
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	19	7607000	0.2 (Unreliable)
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	22	7607000	0.3
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	1441	7607000	18.9
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	856	7607000	11.3
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Legal intervention"	"E970-E978"	58	7607000	0.8
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	259	7607000	3.4
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	4	7607000	0.1 (Unreliable)
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Railway accidents"	"E800-E807"	3	1504000	0.2 (Unreliable)
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	228	1504000	15.2
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Water transport accidents"	"E830-E838"	2	1504000	0.1 (Unreliable)
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	0	0	0.0 (Unreliable)
