"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"1970"	"1970"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	226535	2243192	10098.8
	"1970"	"1970"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	7643	71386	10706.6
	"1970"	"1970"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	5622	45998	12222.3
	"1970"	"1970"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	451	7281	6194.2
	"1970"	"1970"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	699	9424	7417.2
	"1970"	"1970"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	142201	889855	15980.2
	"1970"	"1970"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	90339	486957	18551.7
	"1970"	"1970"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	92	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	137	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	11	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	16	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	143	Not Applicable	Not Applicable
	"1970"	"1970"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	320	Not Applicable	Not Applicable
	"1971"	"1971"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	7596	272898	2783.5
	"1971"	"1971"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	9535	280852	3395.0
	"1971"	"1971"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	399	30574	1305.0
	"1971"	"1971"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	609	32078	1898.5
	"1971"	"1971"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	20888	1429588	1461.1
	"1971"	"1971"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	28954	1509980	1917.5
	"1971"	"1971"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	1133	969000	116.9
	"1971"	"1971"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	1398	972000	143.8
	"1971"	"1971"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	96	107000	89.7
	"1971"	"1971"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	106	109000	97.2
	"1971"	"1971"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	3705	5613000	66.0
	"1971"	"1971"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	4793	5873000	81.6
	"1971"	"1971"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	614	1354000	45.3
	"1971"	"1971"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	949	1363000	69.6
	"1971"	"1971"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	45	142000	31.7
	"1971"	"1971"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	82	145000	56.6
	"1971"	"1971"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	2645	8014000	33.0
	"1971"	"1971"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	3820	8378000	45.6
	"1971"	"1971"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	577	1432000	40.3
	"1971"	"1971"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	956	1437000	66.5
	"1971"	"1971"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	46	141000	32.6
	"1971"	"1971"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	68	143000	47.6
	"1971"	"1971"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	2485	8773000	28.3
	"1971"	"1971"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	4293	9169000	46.8
	"1971"	"1971"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	1175	1276000	92.1
	"1971"	"1971"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	2771	1259000	220.1
	"1971"	"1971"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	88	134000	65.7
	"1971"	"1971"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	260	136000	191.2
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	4785	8330000	57.4
	"1971"	"1971"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	12665	8580000	147.6
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	1512	1060000	142.6
	"1971"	"1971"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	4312	937000	460.2
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	131	140000	93.6
	"1971"	"1971"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	305	132000	231.1
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	4920	7827000	62.9
	"1971"	"1971"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	14272	7607000	187.6
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	3431	1504000	228.1
	"1971"	"1971"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	7103	1272000	558.4
	"1971"	"1971"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	311	224000	138.8
	"1971"	"1971"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	448	205000	218.5
	"1971"	"1971"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	9399	11369000	82.7
	"1971"	"1971"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	19440	11196000	173.6
	"1971"	"1971"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	6730	1308000	514.5
	"1971"	"1971"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	10019	1086000	922.6
	"1971"	"1971"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	448	187000	239.6
	"1971"	"1971"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	539	158000	341.1
	"1971"	"1971"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	19431	10232000	189.9
	"1971"	"1971"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	33156	9907000	334.7
	"1971"	"1971"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	11802	1166000	1012.2
	"1971"	"1971"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	16889	999000	1690.6
	"1971"	"1971"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	530	128000	414.1
	"1971"	"1971"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	875	124000	705.6
	"1971"	"1971"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	49009	10885000	450.2
	"1971"	"1971"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	87794	10202000	860.6
	"1971"	"1971"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	16848	888000	1897.3
	"1971"	"1971"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	23728	748000	3172.2
	"1971"	"1971"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	604	74000	816.2
	"1971"	"1971"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	1341	88000	1523.9
	"1971"	"1971"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	90441	9051000	999.2
	"1971"	"1971"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	173707	8113000	2141.1
	"1971"	"1971"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	22416	593000	3780.1
	"1971"	"1971"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	26500	467000	5674.5
	"1971"	"1971"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	852	48000	1775.0
	"1971"	"1971"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Male"	"M"	1840	58000	3172.4
	"1971"	"1971"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	155010	6505000	2382.9
	"1971"	"1971"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	235155	5012000	4691.8
	"1971"	"1971"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	15835	259000	6113.9
	"1971"	"1971"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	16296	186000	8761.3
	"1971"	"1971"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Female"	"F"	893	21000	4252.4
	"1971"	"1971"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Male"	"M"	1371	22000	6231.8
	"1971"	"1971"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	233363	3599000	6484.1
	"1971"	"1971"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	229020	2304000	9940.1
	"1971"	"1971"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	8028	67000	11982.1
	"1971"	"1971"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	5773	40000	14432.5
	"1971"	"1971"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	538	6000	8966.7
	"1971"	"1971"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	769	7000	10985.7
	"1971"	"1971"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	151159	904000	16721.1
	"1971"	"1971"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	94955	463000	20508.6
	"1971"	"1971"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	79	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	133	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	19	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	20	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	194	Not Applicable	Not Applicable
	"1971"	"1971"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	313	Not Applicable	Not Applicable
	"1972"	"1972"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	7028	256575	2739.2
	"1972"	"1972"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	8710	263249	3308.7
	"1972"	"1972"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	406	30998	1309.8
	"1972"	"1972"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	578	32054	1803.2
	"1972"	"1972"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	18038	1300911	1386.6
	"1972"	"1972"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	25422	1374624	1849.4
	"1972"	"1972"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	1102	985000	111.9
	"1972"	"1972"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	1326	991000	133.8
	"1972"	"1972"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	110	115000	95.7
	"1972"	"1972"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	110	116000	94.8
	"1972"	"1972"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	3588	5657000	63.4
	"1972"	"1972"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	4858	5932000	81.9
	"1972"	"1972"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	592	1328000	44.6
	"1972"	"1972"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	782	1336000	58.5
	"1972"	"1972"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	44	145000	30.3
	"1972"	"1972"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	68	148000	45.9
	"1972"	"1972"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	2566	7768000	33.0
	"1972"	"1972"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	3632	8122000	44.7
	"1972"	"1972"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	556	1442000	38.6
	"1972"	"1972"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	888	1449000	61.3
	"1972"	"1972"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	38	147000	25.9
	"1972"	"1972"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	88	149000	59.1
	"1972"	"1972"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	2508	8758000	28.6
	"1972"	"1972"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	4442	9154000	48.5
	"1972"	"1972"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	1030	1328000	77.6
	"1972"	"1972"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	2772	1312000	211.3
	"1972"	"1972"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	122	144000	84.7
	"1972"	"1972"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	244	147000	166.0
	"1972"	"1972"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	4940	8516000	58.0
	"1972"	"1972"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	13210	8777000	150.5
	"1972"	"1972"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	1508	1099000	137.2
	"1972"	"1972"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	4304	988000	435.6
	"1972"	"1972"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	142	150000	94.7
	"1972"	"1972"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	352	140000	251.4
	"1972"	"1972"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	4970	7772000	63.9
	"1972"	"1972"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	14744	7717000	191.1
	"1972"	"1972"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	3470	1575000	220.3
	"1972"	"1972"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	7332	1340000	547.2
	"1972"	"1972"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	290	249000	116.5
	"1972"	"1972"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	592	226000	261.9
	"1972"	"1972"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	9722	12096000	80.4
	"1972"	"1972"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	20502	11977000	171.2
	"1972"	"1972"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	6474	1314000	492.7
	"1972"	"1972"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	10310	1094000	942.4
	"1972"	"1972"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	394	197000	200.0
	"1972"	"1972"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	554	168000	329.8
	"1972"	"1972"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	19014	10148000	187.4
	"1972"	"1972"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	32046	9858000	325.1
	"1972"	"1972"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	11730	1185000	989.9
	"1972"	"1972"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	18012	1011000	1781.6
	"1972"	"1972"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	548	139000	394.2
	"1972"	"1972"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	904	130000	695.4
	"1972"	"1972"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	48600	10947000	444.0
	"1972"	"1972"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	88428	10262000	861.7
	"1972"	"1972"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	17018	905000	1880.4
	"1972"	"1972"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	24454	756000	3234.7
	"1972"	"1972"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	698	78000	894.9
	"1972"	"1972"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	1330	90000	1477.8
	"1972"	"1972"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	91250	9177000	994.3
	"1972"	"1972"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	176772	8205000	2154.4
	"1972"	"1972"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	23196	602000	3853.2
	"1972"	"1972"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	27478	469000	5858.8
	"1972"	"1972"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Female"	"F"	864	52000	1661.5
	"1972"	"1972"	"65-74 years"	"65-74"	"Other Race"	"2131-1"	"Male"	"M"	1894	62000	3054.8
	"1972"	"1972"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	160066	6641000	2410.3
	"1972"	"1972"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	241512	5096000	4739.2
	"1972"	"1972"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	16540	280000	5907.1
	"1972"	"1972"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	17218	197000	8740.1
	"1972"	"1972"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Female"	"F"	882	22000	4009.1
	"1972"	"1972"	"75-84 years"	"75-84"	"Other Race"	"2131-1"	"Male"	"M"	1466	20000	7330.0
	"1972"	"1972"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	240490	3704000	6492.7
	"1972"	"1972"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	235024	2333000	10073.9
	"1972"	"1972"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	8424	70000	12034.3
	"1972"	"1972"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	6046	40000	15115.0
	"1972"	"1972"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Female"	"F"	546	6000	9100.0
	"1972"	"1972"	"85+ years"	"85+"	"Other Race"	"2131-1"	"Male"	"M"	750	7000	10714.3
	"1972"	"1972"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	158078	944000	16745.6
	"1972"	"1972"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	96670	475000	20351.6
	"1972"	"1972"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	42	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	108	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	2	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	10	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	120	Not Applicable	Not Applicable
	"1972"	"1972"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	256	Not Applicable	Not Applicable
	"1973"	"1973"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	6368	246775	2580.5
	"1973"	"1973"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	8043	253730	3169.9
	"1973"	"1973"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	402	31705	1267.9
	"1973"	"1973"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Male"	"M"	529	33095	1598.4
	"1973"	"1973"	"< 1 year"	"1"	"White"	"2106-3"	"Female"	"F"	16825	1250159	1345.8
	"1973"	"1973"	"< 1 year"	"1"	"White"	"2106-3"	"Male"	"M"	23414	1321501	1771.8
	"1973"	"1973"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Female"	"F"	1097	990000	110.8
	"1973"	"1973"	"1-4 years"	"1-4"	"Black or African American"	"2054-5"	"Male"	"M"	1413	999000	141.4
	"1973"	"1973"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Female"	"F"	87	123000	70.7
	"1973"	"1973"	"1-4 years"	"1-4"	"Other Race"	"2131-1"	"Male"	"M"	107	124000	86.3
	"1973"	"1973"	"1-4 years"	"1-4"	"White"	"2106-3"	"Female"	"F"	3481	5607000	62.1
	"1973"	"1973"	"1-4 years"	"1-4"	"White"	"2106-3"	"Male"	"M"	4658	5880000	79.2
	"1973"	"1973"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Female"	"F"	570	1300000	43.8
	"1973"	"1973"	"5-9 years"	"5-9"	"Black or African American"	"2054-5"	"Male"	"M"	899	1306000	68.8
	"1973"	"1973"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Female"	"F"	57	148000	38.5
	"1973"	"1973"	"5-9 years"	"5-9"	"Other Race"	"2131-1"	"Male"	"M"	53	150000	35.3
	"1973"	"1973"	"5-9 years"	"5-9"	"White"	"2106-3"	"Female"	"F"	2425	7513000	32.3
	"1973"	"1973"	"5-9 years"	"5-9"	"White"	"2106-3"	"Male"	"M"	3510	7862000	44.6
	"1973"	"1973"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Female"	"F"	518	1451000	35.7
	"1973"	"1973"	"10-14 years"	"10-14"	"Black or African American"	"2054-5"	"Male"	"M"	1034	1460000	70.8
	"1973"	"1973"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Female"	"F"	45	154000	29.2
	"1973"	"1973"	"10-14 years"	"10-14"	"Other Race"	"2131-1"	"Male"	"M"	57	157000	36.3
	"1973"	"1973"	"10-14 years"	"10-14"	"White"	"2106-3"	"Female"	"F"	2425	8705000	27.9
	"1973"	"1973"	"10-14 years"	"10-14"	"White"	"2106-3"	"Male"	"M"	4389	9103000	48.2
	"1973"	"1973"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Female"	"F"	1084	1371000	79.1
	"1973"	"1973"	"15-19 years"	"15-19"	"Black or African American"	"2054-5"	"Male"	"M"	2574	1354000	190.1
	"1973"	"1973"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Female"	"F"	114	154000	74.0
	"1973"	"1973"	"15-19 years"	"15-19"	"Other Race"	"2131-1"	"Male"	"M"	264	158000	167.1
	"1973"	"1973"	"15-19 years"	"15-19"	"White"	"2106-3"	"Female"	"F"	4987	8668000	57.5
	"1973"	"1973"	"15-19 years"	"15-19"	"White"	"2106-3"	"Male"	"M"	13885	8941000	155.3
	"1973"	"1973"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Female"	"F"	1544	1141000	135.3
	"1973"	"1973"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"Male"	"M"	4093	1029000	397.8
	"1973"	"1973"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Female"	"F"	161	159000	101.3
	"1973"	"1973"	"20-24 years"	"20-24"	"Other Race"	"2131-1"	"Male"	"M"	368	149000	247.0
	"1973"	"1973"	"20-24 years"	"20-24"	"White"	"2106-3"	"Female"	"F"	4888	7898000	61.9
	"1973"	"1973"	"20-24 years"	"20-24"	"White"	"2106-3"	"Male"	"M"	15495	7897000	196.2
	"1973"	"1973"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	3365	1643000	204.8
	"1973"	"1973"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	7434	1405000	529.1
	"1973"	"1973"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Female"	"F"	307	277000	110.8
	"1973"	"1973"	"25-34 years"	"25-34"	"Other Race"	"2131-1"	"Male"	"M"	619	245000	252.7
	"1973"	"1973"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	9929	12650000	78.5
	"1973"	"1973"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	22063	12567000	175.6
	"1973"	"1973"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	6274	1323000	474.2
	"1973"	"1973"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	9708	1102000	880.9
	"1973"	"1973"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Female"	"F"	439	207000	212.1
	"1973"	"1973"	"35-44 years"	"35-44"	"Other Race"	"2131-1"	"Male"	"M"	602	179000	336.3
	"1973"	"1973"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	18414	10099000	182.3
	"1973"	"1973"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	31850	9830000	324.0
	"1973"	"1973"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	11926	1204000	990.5
	"1973"	"1973"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	17721	1021000	1735.7
	"1973"	"1973"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Female"	"F"	556	149000	373.2
	"1973"	"1973"	"45-54 years"	"45-54"	"Other Race"	"2131-1"	"Male"	"M"	979	138000	709.4
	"1973"	"1973"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	48263	10983000	439.4
	"1973"	"1973"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	86571	10302000	840.3
	"1973"	"1973"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	17143	916000	1871.5
	"1973"	"1973"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	24605	762000	3229.0
	"1973"	"1973"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Female"	"F"	691	83000	832.5
	"1973"	"1973"	"55-64 years"	"55-64"	"Other Race"	"2131-1"	"Male"	"M"	1332	94000	1417.0
	"1973"	"1973"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	91967	9286000	990.4
